gene,WT-1_S1,WT-2_S2,WT-3_S3,WT-AC-1_S4,WT-AC-2_S5,WT-AC-3_S6
Gm53353,3,2,1,0,2,3
Gm53354,0.5,2,0.5,1.5,1,0
Gm53355,0,0,0,1,1,1
Gm53356,104.33,97,115.33,57.5,64.67,63.5
Gm53357,20,10,28,10.5,11,31.5
Gm53358,1,0,1.5,2.5,1,2.33
Gm53359,0,0,0,0,0,0
Gm53360,1,1,3,1,15,2
Gm53361,1,1,0,1,1,2
Gm53365,5,4,2.5,1,7,8
Gm53366,0,0,0,0,0,0
Gm53367,0,0,0,0,2,0
Gm53368,43,42,72,92,113,75
Gm53369,1.5,0.5,2.5,1.5,2,1
Gm53370,0,0,0,1,0,1
Gm53371,0,0,0,0,0,0
Gm53372,406.67,335,395,268,190.5,224.5
Gm53373,3,0.5,3,0,0,3
Gm53374,110.5,99.5,165.33,81.5,100,81
Gm53375,9.5,10.33,12.5,4.5,4.83,8.33
Gm53376,0,0,0,0.5,0,0
Gm53377,0,1,0,1,1,0
Gm53378,1,1,0,1,0,0
Gm53379,0,0,0,0,0,0
Gm53380,430.5,361,407.5,342,323,304.5
Gm53381,0.5,0,0,0,0,0
Gm53382,0,0,0,0.5,0,0
Gm53383,4.5,2,3,1,0,2
Gm53384,0,0,0,0,0,0
Gm53385,0,0,0.33,0.83,0.5,0.83
Gm53386,4,0,0,1,1,0
Gm53387,1.83,0.5,1.5,1.5,6.83,3.5
Gm53388,0,0,1,0,0,0
Gm53389,0,0,0,0,1,0
Gm53390,0,0,0,1,0,0
Gm53391,82.17,78.5,109.67,79.33,137.83,159.17
Gm53392,0,0,0,0,0,0
Gm53393,0,0,0,0,0,0.5
Gm53395,0,0,0,0,2,0
Gm53396,9,4,3,5,4,6
Gm53397,0,0,0,0,0,0
Gm53398,0,1,2.33,0,2,5.5
Gm53399,295.5,233,303,231.33,182.5,186.83
Gm534,0,0,0,0,0.5,1
Gm53400,0,0,0,0,0,0
Gm53401,33,32,55.5,35,99.5,94.5
Gm53402,0,0,0,0.5,0,0.5
Gm53403,2,0,1,1,6,1
Gm53404,0,0,0,0,0,0
Gm53405,0,0,0,0,0,0
Gm53406,13.83,10,15.5,6,3,6.5
Gm53407,0,0,0,0,0,0
Gm53408,0,0,0,0,2,1
Gm53409,0,0,0,0,0,0
Gm53410,2,2,5,2,4,4
Gm53411,0,0,0,0.5,0,0.5
Gm53412,0.5,0.5,1,1,1,0
Gm53413,0,0,0.5,0,0.5,0
Gm53414,0,0,0,0,1,0
Gm53415,0,0,0,0,0,0
Gm53416,0,0,0,0,0,0
Gm53417,33.5,30.5,43.5,25.5,8,30
Gm53418,0,0,0,0,0,0
Gm53421,0,0,0,0,0,0
Gm53424,0,0,0,0,0,0
Gm53426,0,0,0,0,0,0
Gm53427,0,0,0,0,0,0
Gm53428,0,0,0,0,0,0
Gm53430,0,0,0,0,0,0
Gm53432,1,1,2,0,0,1
Gm53433,0,0,0,0,0,1
Gm53434,0,0,0,0,0,0
Gm53435,0,1.5,1,2,0,0
Gm53436,0,0,0,1,0,0
Gm53437,0.5,0.5,0,1,1,0
Gm53438,0,1,2,0,5,3.5
Gm53440,1,0,0,1,0,1
Gm53441,0,0,0,0,0,0
Gm53442,5,3,5,4.5,8,8
Gm53443,1,2,5,2.5,4.5,8
Gm53444,4.5,3.5,5,2,11,6
Gm53445,24.5,23.33,34.5,27.5,51,57.5
Gm53446,0,0,0,0,1,0
Gm53447,0,0,0,0,0,0
Gm53448,1,0,0,0,1,0
Gm53449,0,0,0,0,0,0
Gm53450,2,1,0,0,0,0
Gm53451,9,18,36.5,14.5,23,27.5
Gm53452,0,0,0,1,0,0
Gm53453,24.33,20.33,36.5,27.5,61.17,50
Gm53454,0,0,0,0,0,0
Gm53455,198.5,147.5,270.5,190.5,247,200.5
Gm53456,0,0,1,4,2,0
Gm53457,1,1,0.5,1.5,1.5,1.5
Gm53458,0,0,0,0,0,0
Gm53459,0,0.5,0,0.5,0,0
Gm53460,2,1,2,2,4.5,1
Gm53461,0.5,0,0.5,0,0,0
Gm53462,0,0,0,0,0.5,0
Gm53463,1,0,2,0,1,0.5
Gm53464,49.5,50,60,44,34,98
Gm53465,0,0,0,0,0,0
Gm53466,1617.33,997.67,1912,815.42,1125.83,998.58
Gm53467,12,9,19,11,18,1
Gm53468,0,0.5,0.33,0,0,1
Gm53469,2,1,2.5,1,1.5,2
Gm5347,0,0,0,0.5,1.5,0
Gm53470,0,0,0,1.5,0,0
Gm53471,1,0,0,0,0,0
Gm53472,4.5,6,3.5,8.5,4,2.5
Gm53473,1,2,3,0,2,0
Gm53474,0,0,0,0,0,0
Gm53475,604.99,557.99,620.99,721.99,993.82,802.32
Gm53476,1.5,2,3,4.5,42.5,18
Gm53477,14.5,20,20,16,13.5,16
Gm53478,0.5,1,4,0.5,1.5,3
Gm53479,3,5,4,5,9,5
Gm53480,0,0,0,1,1,0
Gm53481,229.5,169.5,287,295.5,380.5,257.5
Gm53482,0,0,1,9.5,62,5
Gm53483,0,0,0,0,0.5,0
Gm53484,0,0,0,0,0,1
Gm53485,3,1,4,0,1,6
Gm53486,0,0,0,0,0,0
Gm53487,2,1,1,1,5,8
Gm53488,0,1,0,0,0,0
Gm53489,4,3.5,2,1,1,3
Gm53491,1,0,0,0,1,0
Gm53492,0,1,1,1,0,1
Gm53493,8.5,9.5,17.5,8,14.5,13
Gm53494,64,52,56,46,70.5,78
Gm53495,0,0,0,0,4,1
Gm53496,4204,3680.5,3706.5,4793,8356,7737.5
Gm53497,6,9,6,5,1,10
Gm53498,14,17.5,14.5,18.5,16.5,13.5
Gm53499,0,0.5,0,0.5,0.5,0
Gm53500,0,0,0,0,0,0
Gm53501,0,0,0,0,1,0
Gm53502,0,0,0,0,0.5,0
Gm53503,0,0,0,0,0.5,0
Gm53504,0,0,0,0,0.5,0
Gm53505,2.5,0.5,0,0.5,2,0
Gm53506,11,11.5,8.5,12,12.5,9.5
Gm53507,0,0,0,0.5,0,0.5
Gm53508,0,1,1,1,5,0
Gm53509,0,0,0,0,0,0
Gm53510,0,0,0,0,0,0
Gm53511,0,0,0,0,0,0
Gm53512,125.5,144.5,136,116,109.5,115
Gm53513,0,0,0,0.5,0,0.5
Gm53514,3.83,3.5,2,1,1,3
Gm53515,4,1,5,2,6,0.5
Gm53516,8,6.33,10.67,9.17,20,16.83
Gm53517,0,0,0,0,0,0
Gm53518,20.5,27,66.5,30,74.5,72
Gm53519,5,8,8.5,0,15.5,9.5
Gm53520,4,4.5,2,1,0,2.5
Gm53521,0,11,8,2,4,6
Gm53522,0,0.5,0,0.5,2.5,1.5
Gm53523,0,0,0,0,1,0
Gm53524,45,48,40.5,24,12,28
Gm53525,0,0,0,0,0,0
Gm53526,0,0,0,2,2,0
Gm53527,0,0,0.5,1.5,0,0
Gm53528,2,0,5.5,4.5,7.5,3
Gm53529,0,0,0,1,0,0
Gm53530,0,1,0,0.5,0,0
Gm53531,2,0,0,2,0.5,0
Gm53532,0,1,1,0,1,2
Gm53533,0,0,0,0,0,0
Gm53534,0,0,0,0,0.5,0.5
Gm53535,1.5,2,3,1,4.5,8.5
Gm53536,0,0,0,0.5,1,0
Gm53537,0,0,0,0,0,1
Gm53538,0,0,0,0,0,0
Gm53539,1,1,0.5,2,4.5,2.5
Gm53540,3,0,5,2,5,1
Gm53541,20.5,25,30,24.5,32.5,60
Gm53542,1,0,0,0.5,2,0
Gm53543,2,2,1,1.5,0,0
Gm53544,1,0,0,0,0,0
Gm53546,0.5,0,0,0.5,0,0
Gm53547,1,0,0,0,2,0
Gm53548,49,69.83,72.83,70.5,138,240
Gm53549,0,0,1,7,3,2
Gm53550,9,6.5,10,4,10,6
Gm53551,0,0,0,0,0,1
Gm53552,0,0,2,2,3,1
Gm53553,1,1,0,0,0,1
Gm53554,1,3,3,2,2,3
Gm53555,4,0,1,0,0,0
Gm53556,0,0,1,0,0,1
Gm53557,3,8,17,8,13,29
Gm53558,0,0,0,0,0,0
Gm53559,0,0.5,0,0,0.5,2
Gm53560,0,0,0,0,2,0
Gm53561,0,0,0,0,0,0
Gm53562,5405.67,4916.17,6002,5542.83,5731.17,4872.67
Gm53563,0,0,0,0,0,0
Gm53564,483.5,344,457.5,395,480,407
Gm53565,1,0,0,1,0,1
Gm53566,0,0,0,0,0,0
Gm53567,0,0.83,2,1,2.5,2.83
Gm53568,0.4,0,0,0,0,0
Gm53569,7,2,6,2.5,7,4
Gm53570,1.67,2.33,1,2.67,4.67,3.67
Gm53571,269.5,244.83,273.5,238,209,235.33
Gm53572,39.17,35,65.33,41.67,69,66
Gm53573,0,0,0,0,0,0
Gm53574,0,0,1,0,1,0
Gm53575,0,0,0,0.5,3,2
Gm53576,0,0,0,0,0,0
Gm53577,9,10,19,16.5,15,14
Gm53578,1,1,0,2,2,0
Gm53580,2,0,2.5,0,6,0
Gm53581,16.5,8,23,14.5,8,6
Gm53582,0.5,1,0,0,0,0
Gm53584,12.5,24.5,13,18.5,31,28
Gm53585,5,4.5,14.5,1.5,4,4.5
Gm53588,0,0,0,0,0,0
Gm53590,20,9,12.5,9.5,16.5,14
Gm53591,0,1,1,0,1,0
Gm53592,2,0,0,5,5,3
Gm53593,9.33,6,12.5,4,6.5,6.5
Gm53594,0,0,1,20,96,18
Gm53595,0,0,0,0.5,4,3.5
Gm53596,0,0,0,1.5,1,1
Gm53597,0,0,0,0,0,0
Gm53598,0,0.5,0,0,0.5,0
Gm53599,221.5,239.5,423.5,260,419,455.83
Gm536,0,0,2,1,2,0
Gm53600,0,0,0.5,0,0,0
Gm53601,0,0,0,1,0,0
Gm53602,1.5,0.5,12.5,5,10,5.5
Gm53603,0,0,0,1,0,0
Gm53604,0.5,0,3.5,1,1,1
Gm53605,0,0,0,0,0,0
Gm53606,0,0,0,0,0,0
Gm53607,391,339.5,444,632,1015.5,921
Gm53608,1,0,1,2,1,0.5
Gm53609,2.5,2.5,9,4,8,10
Gm53610,23,21,39.5,25,49,41
Gm53611,24,19,21,16,17.5,23
Gm53612,0,0,0,0,0,0
Gm53613,5,3.5,4.5,5,12,10
Gm53614,0.5,1.5,3.5,2,1.5,1.5
Gm53615,0,0,0,1,1,0
Gm53616,0,0,0,0,0,0
Gm53617,2,0,1,0,1,2
Gm53618,0,0,0,0,1,1
Gm53619,0,0,0,0,0,0
Gm53620,0,0,0,0,0,0
Gm53621,6,4.33,4,3.5,7.5,9.17
Gm53622,0,0,1,1,0,0
Gm53623,3,6,4,3,2,2
Gm53624,5,3,8,0,2,3
Gm53625,0,0,0,1,1.5,0
Gm53626,0,0,1,0,1,0
Gm53627,16,20,23,8,12,19
Gm53628,0,0,0,0,1,0
Gm53629,0,0,0,0,0,0
Gm53630,0,0,0,0,0,0
Gm53631,9.5,11,10.5,23.5,51.5,9.5
Gm53632,9,5,8,4,12,8
Gm53633,6,1,3.5,3,9.5,13.5
Gm53634,0,0,0.5,0,1,0
Gm53635,1,0,0,0,0,1
Gm53636,2,0,2,1,5,2
Gm53637,46,32,44.5,28.5,85.5,77.5
Gm53638,10,5,9,6,2.5,4.5
Gm53639,2,1.5,0,2.5,1,1.5
Gm53640,0,0.5,0,0,0.5,0
Gm53641,0,0,0,0,0,0
Gm53642,0,0,0,0,0,0
Gm53643,0,1,0,0,0,0
Gm53644,62.17,71.17,69.17,62.67,31.17,50.83
Gm53645,1,1,0,2,0.5,2.5
Gm53646,12,4,20,12,26,24
Gm53647,2.5,1.83,1.5,1,2,2
Gm53648,0,0,0,0,0,0
Gm53649,0,1,0,0,0,0
Gm53650,5.5,7,20,9,18,13
Gm53651,3,1,6.5,7,30,14
Gm53652,0,0,0,0,0,0
Gm53653,0,0,0,0.5,0,0
Gm53654,0,0,0,0,1,0
Gm53655,0,0,0,0,0,0
Gm53656,0,0,0,0.33,0,0
Gm53657,0,0,1,0,0,1
Gm53658,2,2,6,0.5,1,0
Gm53659,26.33,21.5,54,16,44.5,42.5
Gm53660,2,3,4,5,3,5
Gm53661,3.17,0.5,2.58,2.17,1.5,2.5
Gm53662,0,0,0,2,15,0.5
Gm53663,0,0,0,0,0,0
Gm53664,184.5,141.5,135.5,106.5,104,104.5
Gm53665,0.33,0,0,0,0,0.5
Gm53666,0,0.5,0,0,0,0
Gm53667,1,0,0,0,0,1
Gm53668,0,0,0,0,0,0
Gm53669,0,0,0,1,0,0
Gm53670,0,0,1,1,0,0
Gm53671,0,0,1,0,0,0
Gm53672,0,0,0,0,0,0
Gm53673,0,0,0,0,0,0
Gm53674,3,2,3,0,0,1
Gm53675,0,0,0,0,1,0
Gm53676,9,11.5,13,2.5,8.5,17
Gm53677,2,0,0.5,0.5,0.5,2.5
Gm53678,0,0,0,0,0,0
Gm53679,0,0,0,0,0,0
Gm53680,0,0.5,0,1,1,0
Gm53681,368.5,369,623.5,380,402.5,445
Gm53682,4.5,9,7,15,24,10
Gm53683,0,0,0,0,0,0
Gm53684,15.33,15,21.83,24.5,22.5,42.5
Gm53685,4,4,12,4,31,27
Gm53686,35.33,33.83,62.83,50.5,94.17,83.83
Gm53687,5,3,2.33,2.33,11,2.33
Gm53688,0.5,0,1,0,4.5,1.5
Gm53689,349,347,562,278.83,304.5,329.33
Gm53690,6.5,6,2,2.5,2,10.5
Gm53691,0,0,0,0,2,1
Gm53692,152.5,94.33,201.17,1510,3065.83,1199.33
Gm53693,2,0,0,2,4,2
Gm53694,1336,1054,1517,1517,2002.5,1851.5
Gm53695,0.5,0,0.5,0.5,1.5,0.5
Gm53696,1,0.5,0,0,0,0
Gm53697,0,0,0,0,0,0
Gm53698,2.33,4.5,5,0.5,1,1.33
Gm53699,0,0,1,1,1,0
Gm53700,1973,1809.83,2450.5,1722,2188,2651.33
Gm53701,0,0,6,0,0,0
Gm53702,0,0,0,0,0,0
Gm53703,1,0.5,1,0,0.5,0
Gm53706,14,12,24,9,23,20
Gm53707,2,1,3,0,1,3
Gm53708,0,0,0,0,0.5,0
Gm53709,0.5,0,0,0,0,0.5
Gm53710,64,45.5,73,52.5,58,54
Gm53711,0,0.5,0,1,0,3.5
Gm53712,0,0,0,0,1,0
Gm53713,5,3,4,1,5,2
Gm53714,1,0,0,0,0,1
Gm53715,0,0,0,0,0,0
Gm53716,106.5,79.5,141,107,107.5,70
Gm53717,1,0,0,0,4,3
Gm53718,0,0,0,1,0,0
Gm53719,0,0,0,0,0,0
Gm53720,0,0,0,0,0.5,0
Gm53721,0.5,0.5,1.5,2.5,1.5,8.5
Gm53722,0,0,0,2,2,2
Gm53723,2,0,0,0,1,0
Gm53724,0,0,0,1,0,0
Gm53725,183.5,136,189,168,245,205.5
Gm53726,0,1,0,0,0,1
Gm53727,0,0.5,0,0,0,1
Gm53728,0,0,0,0,0,0
Gm53729,0,2,1,0.5,0,1
Gm5373,1,1,2,4.5,1.5,1
Gm53730,0,1,1,0,0,0
Gm53731,0,0,0,0,1,0
Gm53732,0,0,0,0,0,0
Gm53733,2,0,0,3,0,1
Gm53734,0,0,0,0,0.5,0.5
Gm53735,50,48,158,24,66,187
Gm53736,5,5,2,1,12,7
Gm53737,0,0,0,0,0,0
Gm53738,0,0,0,0,0,0
Gm53739,3,1,2,0,3,1
Gm53740,0,0,0,1,1,0
Gm53741,0,0,0,0,3,0
Gm53744,0,0,0,1,1,0
Gm53746,0.5,0,0.5,0.5,0.5,0
Gm53747,0,0,0,0,0,0
Gm53748,1,0,0.5,0.5,1,0
Gm53749,0,0,0.5,0.5,0.5,0
Gm53750,559,465.5,755.5,558,664,628
Gm53751,0,0,0,0,0,0
Gm53752,2,1,0,3,3.5,1
Gm53753,0,0,0,0,0,0
Gm53754,0,0,1,1,2,1
Gm53755,6,6.5,3.5,3.5,5,6
Gm53756,245.5,174,176.67,253.75,541.67,256.33
Gm53757,0.5,0,0,0,0,1
Gm53758,34,35,19.5,37.5,29.5,34
Gm53759,4,1.5,2,1,1,7
Gm5376,0,0,0,0,0,0
Gm53760,0,0,0,1,0,0
Gm53761,6,2,3,2.5,1.5,3.5
Gm53762,1,0,0.5,0,1,0
Gm53763,1,0,2,0,1,1
Gm53764,0.5,0,0,0,0,0
Gm53765,0.5,1,0.5,0.5,1.5,2
Gm53766,128,76.5,145,154.5,184.5,115.5
Gm53767,8.5,3,17.83,9.5,34.5,21.5
Gm53768,0,0,0,2,0,2
Gm53769,131,107.17,134.5,94,135,145
Gm53770,0,0,0,1,0.5,0
Gm53771,32.17,12.33,19.17,17.67,23.83,11.17
Gm53772,1,2,3,1,2,5
Gm53773,0,0,0,0,0,0
Gm53774,1,0,1,1.5,0,0.5
Gm53775,0,0,0,0,0,0
Gm53776,0,0,0,0,0,0
Gm53777,0,0,0,0,0,0
Gm53778,348,269,301,234,243.5,402
Gm53779,0,0,0,0,2,0
Gm53780,0,0,0,0,0,0
Gm53781,0,0,0,3,1,3
Gm53782,164,96,146,74,69,52
Gm53783,0,0,0,0,0,0
Gm53784,0,0,0,0,0,0
Gm53785,42,81,60,22.5,13.5,31.5
Gm53786,200.5,155,193.5,183,253,242.5
Gm53787,0,0,0,0,2,0
Gm53788,18,17,26,12,27,27
Gm53789,0,0,0,0,0,0
Gm53790,0,0,0,0,0,0
Gm53791,0,0,0,0,0,1
Gm53792,2,3,0,0,1,3
Gm53793,0,0,0,0,0.5,0
Gm53794,2,1,0,1,2,1
Gm53795,0,0,1,3,0,0
Gm53796,0,0,0,0,0,0
Gm53797,0,0,0,0,0,0
Gm53798,0,0,0,0,2,1
Gm53799,1,2,0,1,2,2
Gm53800,83,80.5,183.5,67.5,138.5,180
Gm53801,0,0,0,0,0,0
Gm53802,0,0,0,0,0,1
Gm53803,0,0,0,0,0,0
Gm53804,0,0,0,0,0,0
Gm53805,0,0,0,0,0,0
Gm53806,2,1,0,0,0,5.5
Gm53807,13,24.5,17,9,5,14
Gm53808,0,0,0,1,0,1.5
Gm53809,1,0,1,0,0,0
Gm53810,1,1,1,1.5,2,2.5
Gm53811,0,0,0,1,0,0
Gm53812,21,11.5,14.5,13.5,31.33,9
Gm53814,1,0,0,1,0,1
Gm53815,4,3,8,8.5,6,17
Gm53816,1,0,0,0,0,1
Gm53817,1,0.5,0.5,0.83,14,1.83
Gm53818,0,0,0,0.5,1,0
Gm53820,7.5,3.33,2.67,2.58,4.33,4.5
Gm53822,0.5,0,1,0,0.5,0.5
Gm53823,2,2,0,2,1,1
Gm53824,0,0,0,0,0,0
Gm53825,0,0,0,0,0,0
Gm53826,0,0,0,0,0,0
Gm53827,0,0,0,0,0,0
Gm53828,0,0,0,0,0,0
Gm53829,0,0,0,0,0,0
Gm53830,0,0,0,0,0,0
Gm53831,0,0,0,0,0,0
Gm53832,0,0,0,0,0,0
Gm53833,0,0,0,0,0,0
Gm53834,0,0,0,0,0,0
Gm53835,0,0.33,0.67,0.33,0,0
Gm53836,18,21.5,21.5,14.5,35.5,27.5
Gm53837,0,0,0,0,0.5,0.5
Gm53838,8,6.5,7,8,8,15.5
Gm53839,8.5,8,16,11,36,19
Gm53840,42,36,49,45.5,332,119
Gm53841,1,0,2,0,0,1
Gm53842,2,0,1,3,0,0
Gm53843,0,1,2,3,3,1
Gm53844,0,0,1,0,0,0
Gm53845,5.5,4.5,4.17,9,22.17,16.5
Gm53846,0,0.5,0,0,0,0
Gm53847,0,0,0,0,0,2
Gm53848,0,0,0,0,1,0
Gm53849,0,0,0,0,0,0.5
Gm53850,3,0,2,1,2,1
Gm53851,0,0,0,0,0,0
Gm53852,0,0,0,0,0,0
Gm53853,2,2.5,1.5,0.5,5.5,11.5
Gm53854,1,1,0.5,0,2,0.5
Gm53856,3046.5,2166,2809.33,2703.33,2753.5,2600.5
Gm53857,0,1,0,2,4,0
Gm53858,10.5,3,6,6.5,10.5,9.5
Gm53859,4,4,2,1,4,2.5
Gm53860,0,0,0,0,0,0
Gm53861,0,0,1,1,0.5,3
Gm53862,1,0.5,0.5,0,0.5,1
Gm53863,1,0,0,0,0,0
Gm53864,0,0,0,0,0,0
Gm53865,0,0,0,0,0,0
Gm53866,1,1,4,1,2,5
Gm53868,0,0,0,0.5,2,1
Gm53869,1,1.5,1.5,0.5,2,2
Gm53870,3,0.5,0.5,0.5,0.5,5.5
Gm53871,0,0,0,0,0,0
Gm53872,0.5,1,0,0,0.5,1.5
Gm53873,0,1,0,0,0,0
Gm53874,0,0,0,0,0,0
Gm53875,0,0.5,0,0,0,0
Gm53876,0,0,0,0,0,0
Gm53877,261.5,209,278.5,379.5,493.5,411.25
Gm53878,0,0,0,0,0,0
Gm53879,0,0,0,0,0,1
Gm53880,5.83,7,8.5,4.83,10,20.33
Gm53881,0,0,1.5,0,0,0
Gm53882,13,13.5,24,25,42,35
Gm53883,0,0,1,1.5,0.5,2.5
Gm53884,0,0,1,0,0,1
Gm53885,0,0,0,1,1,0
Gm53886,0,1,3,1.5,1,1
Gm53887,746,506,940.5,1021.5,1715.5,1264
Gm53888,0,0,0,0,0,0
Gm53889,1,2,1,1,0,0
Gm53890,4,0.5,0.5,0.5,0.5,2
Gm53891,0,0,0,0,0,0
Gm53892,0.5,0,0,0,1,0
Gm53893,17.5,25,59,33,113,44
Gm53894,0,0,0,0,0,0
Gm53895,2,0,0,0,0,1
Gm53896,1178.98,1258.15,1252.15,996.98,651.99,1095.82
Gm53897,7,5,10,2,2,3
Gm53898,2,0,4,3,0,2
Gm53899,156.5,132,104,77,73,160.5
Gm53900,0,0,0,0.5,0,0
Gm53901,0,2,2,3,2,1
Gm53902,0,0,0,0,0,0
Gm53903,0,0,0,0,0,1
Gm53904,4,3.5,8.5,13,24,25
Gm53905,0.5,0,0,0,0,0
Gm53906,0,0,0,0,0,0
Gm53907,2,2,2,4,1,2
Gm53908,0.5,2,3.5,1,5.5,2.5
Gm53909,0,0,0,0,0,0
Gm53910,632.75,662.25,630.58,445.5,223,449.25
Gm53911,0,0,0,0.33,0,0
Gm53912,30,24,29,15.33,58,41
Gm53913,5,3.5,12,53,26,23
Gm53914,0,0,0,0.5,0,0
Gm53915,13.5,12,11,3.33,7.5,17
Gm53916,0,0,0.5,0.5,0,0
Gm53917,0,0,0,2,1,0
Gm53918,0,0,0,0,0,0
Gm53919,4,3.5,7,1.5,5,7
Gm53920,0,0.5,0,0,0.25,0
Gm53921,7.5,9.5,7,3,3.5,4.5
Gm53922,222,175.5,171.5,223,307,273
Gm53923,1,1.5,1.5,0,0.5,3
Gm53924,17.5,33,38,80,120.5,110.5
Gm53925,3,1.5,1,1.5,1,1
Gm53926,0,0,0,0,0,0
Gm53927,0,0,0,0,0,1
Gm53928,0,0,0,0,1.33,0.5
Gm53930,23,18.33,15,16,39.33,23.67
Gm53931,3,0,0,1,1,1.5
Gm53932,0,0,0,0,0,0
Gm53933,0,0,0,0,0,0
Gm53934,0,0,0,1,0,0
Gm53935,3.5,2,2,2,2,2
Gm53936,4,5,0,8,8,7
Gm53937,2.5,0,2,0,0,1
Gm53938,0,0,1,0,3,0
Gm53939,0,0,0,1,0,0
Gm53940,12,8.5,14.5,6.5,6,7.5
Gm53941,2,0,0,1,2,0
Gm53942,0,0,0,2,1,0
Gm53943,0,0,0,0,0,0
Gm53944,0,0.5,0,0,0,0.5
Gm53945,0,0,0,0,0,0
Gm53946,774,580,897.5,756.5,987,884.5
Gm53947,2.5,2.5,2,1,1,0
Gm53948,120.5,98.5,113.5,131,141,176.5
Gm53949,0,0.33,0,0.33,0,0.33
Gm53950,0,1,1,0,2,0
Gm53951,0,0,0,0,0,0.5
Gm53952,0,0,0,1.5,3.5,1
Gm53953,102.5,78.5,114.5,57,64.5,66
Gm53954,1,1,0,0,2,0
Gm53955,0.5,1,0.5,0,1.5,0
Gm53956,0,0,0,0,3,1
Gm53957,50.17,72.17,67.67,59.17,71.67,142.67
Gm53958,1,0,1,0,0,1
Gm5396,2,0,2,1,1,1
Gm53960,1,0,0,1,0,0
Gm53961,0,0,1,0,0,0
Gm53962,0,0,0,0,0,0
Gm53963,0,0,0,0,0,0
Gm53964,0,0,0,0,1,0
Gm53965,1.5,3,5,1,2,0
Gm53966,1,0,0.5,0,0.5,1
Gm53967,3.5,6,8.5,7,5.5,5.5
Gm53968,1.5,0,0,1,0,0
Gm53969,1,0,0,1,0.5,0.5
Gm53970,0,0,0,0,0,0
Gm53971,57,47,81.5,76.17,214.5,215
Gm53972,0,0,0,0,1,0
Gm53973,0,0,0,0,0,0
Gm53974,0,0.5,0,0,0,0
Gm53975,0,0,0,0,0,0
Gm53976,0,0,0,0,0,0
Gm53977,0,0,0,0,0,0
Gm53978,14,10,10,2,34.5,18
Gm53979,0,1,0,1,0,0
Gm53980,0,0,0,0,0,0
Gm53981,0,0,0,0,0,0
Gm53982,0,0,0,0,0,0
Gm53983,1,0,0,0,0,0
Gm53984,0,0,0,0,0,0
Gm53985,0,0,0,0,0,0
Gm53986,0,0,0,0,0,0
Gm53987,0.5,0.5,0.5,1.5,0,1
Gm53988,0.5,0,0,1,0.5,1
Gm53989,0,0,0,1,0,1.5
Gm53990,0,0.5,0,0,0,0
Gm53991,109.17,103.5,170.17,73.5,107.5,111
Gm53992,4.5,6.5,13,4,4,6.5
Gm53993,0,0,0.5,0,1,0
Gm53994,2.5,1,1,2.5,7.5,4
Gm53995,0,0,1,3,0,0
Gm53996,0,0,1,0,0,0
Gm53997,24,13,37,11.5,17.5,14.5
Gm53998,26,14.5,17.5,14,17,10.5
Gm53999,34017,27630.83,20850.5,30244.67,24676.83,30371
Gm54000,0,0,0,0,0,0
Gm54002,11,6,7.5,9,11,9
Gm54003,0,0,0,0,1,1
Gm54004,0,0,0,0,0,0
Gm54005,0,0,0,0,0,0
Gm54006,0,0,0,0,0,0
Gm54007,0,0,0,0,0,0
Gm54008,0,0,0,0,0,0
Gm54009,1,0,0,0,0,0
Gm5401,0,0,0,0,0,0
Gm54010,3,5,4,4,5,6
Gm54011,0,0,0,0,0,0
Gm54014,0,0,0,0,0,0
Gm54015,0.5,0,0,0,1,0
Gm54016,1,0,0,2,2,2
Gm54017,3.5,2,4.5,3,8.5,8.5
Gm54018,3,6,14,13,13,5
Gm54019,9.5,7,14,10,10.5,5.5
Gm54020,1,0,0,0,0,0
Gm54021,0,0,0,0,0,0
Gm54022,0,0,0,0,0,0
Gm54023,1,0,0,1,4,0
Gm54024,0,0,0,0,2,0
Gm54025,0,0,0,0,0,0
Gm54026,0,0,0,0,0,0
Gm54027,0,0,0,0,0,0
Gm54028,0,0,0,0,0,0
Gm54029,4.5,1.5,8,9,36,9
Gm54030,13.5,7,14.5,2.5,7,7.5
Gm54031,0,0,1,1,0,0
Gm54032,0,0,0,0,0,0
Gm54033,10,9,8.5,18.5,19.5,29.5
Gm54034,3,0,0,3,6,0.5
Gm54035,5,2,12,8,15,3.5
Gm54036,0,0,0,0,0,0
Gm54037,0,1,1,1,2,0
Gm54038,131.5,110.5,135.5,104,165,164
Gm54039,0,0,0,1,1,3
Gm54040,8,10,14,18,35,8
Gm54041,0,2,0,0,0,0
Gm54042,18.5,13,25,23,20,51.5
Gm54043,0,0,0,0,0,0
Gm54044,159.5,160.5,218,373.5,664.5,428
Gm54045,22,10.5,20,16,30.5,28
Gm54046,2,2.5,4,3,3,0
Gm54047,0,0.5,0,0,1,0
Gm54048,0,0,0,0,0,0
Gm54049,0,0,0,12,66,19
Gm54050,54.17,96.33,121,39.83,38.17,47.33
Gm54051,75,48,93,129,633,125
Gm54052,6927.33,4938.33,7652.12,6352.83,8514.17,6823.83
Gm54053,45,57.5,50.5,46.5,61,78.83
Gm54054,3,4,0.5,4.5,2,5
Gm54055,0,0,0,0,0.5,0
Gm54056,0,0,0,0,0,0
Gm54057,2,2,5,2,7,8.5
Gm54058,0,1,0,0,0,0
Gm54059,0,3,1,3,0,4
Gm54060,1,0,0,1,1,2
