gene,SRR13422665,SRR13422666,SRR13422667,SRR13422668,SRR13422669,SRR13422670,SRR13422671,SRR13422672
Gm11917,0,0,0,0,0,0,0,0
Gm11937,0,0,0,0,0,0,0,0
Gm11938,0,0,0,0,0,0,0,0
Gm11944,4,8,4,23,4,0,10,0
Gm11946,6,0,3,0,1,2,3,0
Gm11954,1,10,3,3,2,1,1,4
Gm11958,3,0,1,7,0,1,0,9
Gm11959,0,0,0,0,0,0,0,0
Gm11961,0,0,0,0,0,0,0,0
Gm11963,0,0,6,8,6,2,8,13
Gm11964,2,0,2,2,3,5,1,6
Gm11967,0,0,0,0,0,0,0,0
Gm11971,1,3,0,0,1,0,0,4
Gm11978,0,0,0,0,0,0,0,0
Gm11981,0,0,0,0,0,0,0,0
Gm11992,2,3,2,0,0,0,0,8
Gm11998,2,0,3,0,0,1,1,4
Gm11999,0,0,0,0,0,0,0,0
Gm12000,0,0,0,0,0,0,0,1
Gm12002,0,0,2,0,0,0,0,1
Gm12018,0,0,0,0,0,0,0,0
Gm12022,10,3,0,1,0,6,0,0
Gm12031,0,1,3,0,1,9,2,6
Gm12052,0,0,0,0,0,0,0,0
Gm12059,0,2,1,0,0,11,0,10
Gm12061,0,0,0,0,0,0,0,0
Gm12066,0,0,1,0,0,3,0,0
Gm12068,0,0,0,0,0,0,0,0
Gm12069,0,0,0,0,0,0,0,0
Gm12070,38,43,24,28,60,109,34,93
Gm12092,0,4,0,0,3,1,0,0
Gm12100,0,0,0,0,0,0,0,0
Gm12107,0,0,0,0,0,0,0,0
Gm12108,0,0,0,0,0,0,0,0
Gm12111,0,0,0,0,0,0,0,0
Gm12119,0,0,0,0,0,0,0,0
Gm12121,0,0,0,8,0,0,0,3
Gm12126,0,0,0,0,0,0,0,0
Gm12128,0,0,0,0,1,0,0,0
Gm12130,0,0,0,0,0,0,0,0
Gm12132,0,0,0,0,0,0,0,0
Gm12146,0,0,3,8,1,0,0,0
Gm12153,0,0,0,0,0,0,0,0
Gm12159,0,0,0,1,6,0,6,2
Gm12167,0,0,0,0,0,0,0,0
Gm12174,169,106,129,199,202,202,102,181
Gm12185,13,8,18,14,13,2,2,14
Gm12191,87,44,36,49,39,75,73,115
Gm12198,0,0,0,0,0,0,0,0
Gm12199,0,0,0,0,0,0,0,0
Gm12216,24,14,23,32,8,12,5,16
Gm12223,0,0,0,0,0,0,0,0
Gm12224,0,0,0,0,0,0,0,0
Gm12227,2,0,3,1,0,0,0,0
Gm12236,0,0,0,0,0,0,0,0
Gm12238,0,0,0,2,0,0,4,0
Gm12239,0,0,0,0,0,0,0,0
Gm12250,80,34,232,195,82,115,149,143
Gm12253,0,0,0,0,0,0,0,0
Gm12257,8,4,0,0,0,0,0,0
Gm12258,132,85,78,95,86,78,60,65
Gm12273,0,0,0,0,0,0,0,0
Gm12279,1,2,5,2,3,0,1,6
Gm12289,0,0,0,0,0,0,0,0
Gm12290,0,0,0,0,0,0,0,0
Gm12292,0,0,0,0,0,0,0,0
Gm12295,0,0,0,0,0,0,0,0
Gm12296,0,0,0,0,0,0,0,0
Gm12298,0,0,0,0,0,0,0,0
Gm12299,0,0,0,0,0,0,0,0
Gm12301,0,0,0,0,0,0,0,0
Gm12315,0,0,0,0,0,0,0,0
Gm12320,0,0,0,0,0,0,0,0
Gm12326,0,0,0,0,0,0,0,0
Gm12338,1158,1060,977,1336,1308,1977,1068,1559
Gm12339,0,0,0,0,0,0,0,0
Gm12343,0,0,0,0,0,0,0,0
Gm12348,0,4,0,0,0,0,0,0
Gm12353,6,4,2,7,0,2,3,7
Gm12354,0,0,0,0,0,0,0,1
Gm12359,0,17,0,7,0,0,5,6
Gm12371,0,0,0,0,0,0,0,0
Gm12374,0,0,0,0,0,0,0,1
Gm12381,0,0,0,0,0,0,0,0
Gm12404,0,0,0,0,0,0,0,0
Gm12405,0,0,0,0,0,0,0,0
Gm12407,0,0,0,0,0,0,0,0
Gm12408,0,0,0,0,0,0,0,0
Gm12409,0,0,0,0,0,5,0,0
Gm12415,0,0,0,0,3,7,5,0
Gm12426,0,4,1,0,0,0,0,0
Gm12436,0,0,0,0,0,0,0,0
Gm12440,0,0,0,0,0,0,0,0
Gm12446,0,0,0,0,0,0,0,0
Gm12452,0,0,0,0,0,0,0,0
Gm12462,0,0,0,0,0,0,0,0
Gm12472,0,8,7,0,1,0,0,1
Gm12474,11,8,17,20,3,6,5,8
Gm12496,5,12,5,0,0,13,7,2
Gm12500,0,0,0,0,0,4,0,0
Gm12502,0,0,0,0,0,0,0,0
Gm12505,0,0,0,0,0,0,0,0
Gm12506,3,5,0,0,0,3,2,2
Gm12508,7,7,2,4,5,5,3,6
Gm12511,0,0,0,0,0,0,0,0
Gm12514,0,0,0,0,0,0,0,0
Gm12519,0,0,0,0,0,0,0,0
Gm12522,1,3,1,0,5,3,2,1
Gm12530,0,0,0,0,0,0,0,0
Gm12532,0,0,0,0,0,0,0,0
Gm12536,10,6,0,1,0,1,0,0
Gm12538,0,0,0,0,0,0,0,0
Gm12551,1,1,0,0,0,7,0,6
Gm12576,0,0,0,0,0,0,0,0
Gm12586,0,0,0,1,0,0,1,0
Gm12589,29,29,15,9,14,22,16,57
Gm12592,1,0,0,9,0,0,2,0
Gm12596,0,0,0,0,0,0,0,0
Gm12602,30,1,6,2,3,13,5,17
Gm12610,10,0,0,2,0,7,0,0
Gm12613,0,0,0,0,0,0,0,0
Gm12614,0,0,0,0,0,0,0,0
Gm12615,0,0,0,0,0,0,0,0
Gm12621,0,0,0,0,0,0,0,0
Gm12624,0,0,0,0,0,0,0,0
Gm12625,0,0,0,0,0,0,0,0
Gm12627,0,0,0,0,0,0,0,0
Gm12628,0,0,0,0,0,0,0,0
Gm12633,0,0,0,0,0,0,0,0
Gm12637,0,0,0,0,0,0,0,0
Gm12643,15,11,4,7,2,19,16,23
Gm12648,0,0,0,0,0,0,0,0
Gm12655,31,9,22,13,15,24,15,17
Gm12665,0,0,0,0,0,0,0,0
Gm12669,20,16,10,12,6,28,8,13
Gm12678,0,0,0,0,0,0,0,1
Gm12679,0,0,0,0,0,0,0,0
Gm12693,63,62,74,94,53,138,77,145
Gm12694,0,0,0,0,0,0,0,0
Gm12695,0,0,0,0,0,0,0,0
Gm12696,32,74,67,47,77,85,65,73
Gm12701,7,0,1,2,2,0,0,2
Gm12707,0,0,0,0,0,0,0,0
Gm12708,124,138,70,107,31,53,43,66
Gm12709,0,0,0,0,0,0,0,0
Gm12712,3,1,9,16,3,9,12,22
Gm12718,0,8,0,0,0,0,0,0
Gm12722,0,0,0,0,0,0,0,0
Gm12724,0,0,0,0,0,0,0,0
Gm12743,18,2,7,9,14,29,5,8
Gm12758,4,0,4,0,11,7,12,15
Gm12762,0,0,0,0,0,0,0,0
Gm12763,0,0,0,0,0,0,0,0
Gm12764,52,51,54,71,28,41,41,46
Gm12770,1,1,1,0,1,0,0,1
Gm12781,0,0,0,0,0,4,0,0
Gm12784,0,0,0,0,0,0,0,0
Gm12789,0,0,0,0,0,0,0,1
Gm12790,0,0,0,0,0,0,0,0
Gm12796,34,3,4,19,12,15,4,13
Gm128,0,0,0,0,5,0,0,1
Gm12802,0,0,0,0,0,0,0,0
Gm12816,45,16,35,53,34,75,32,68
Gm12827,28,15,19,25,19,42,10,41
Gm12828,0,0,0,0,0,3,0,0
Gm12829,0,0,0,0,0,0,0,0
Gm12830,0,0,0,0,0,0,0,0
Gm12841,0,6,0,0,0,0,0,0
Gm12843,5,5,4,10,7,8,2,1
Gm12853,0,0,0,0,0,0,0,0
Gm12854,4,7,15,14,12,8,9,3
Gm12863,0,0,0,0,0,0,0,0
Gm12865,0,0,0,0,0,6,0,1
Gm12866,0,0,1,0,0,0,0,0
Gm12867,0,0,0,0,0,0,0,0
Gm12873,0,0,0,0,0,0,0,0
Gm12880,0,0,0,0,0,0,0,0
Gm12886,0,0,0,0,0,0,0,0
Gm12887,0,0,0,0,0,0,0,0
Gm12888,0,0,0,0,0,0,0,0
Gm12897,0,0,0,0,0,0,0,0
Gm12907,0,0,0,0,0,0,0,0
Gm12909,0,2,0,0,0,0,0,0
Gm12911,0,0,0,0,0,0,0,0
Gm12915,0,0,0,0,6,0,0,0
Gm12916,0,0,0,0,0,0,0,0
Gm12923,0,0,0,0,0,0,0,0
Gm12925,0,0,0,1,0,1,1,0
Gm12927,0,0,0,0,0,0,0,0
Gm12930,0,0,0,0,0,0,0,0
Gm12958,0,0,0,0,0,0,0,0
Gm12963,0,0,0,0,0,0,0,0
Gm12972,0,5,9,2,0,0,0,2
Gm12974,0,0,1,0,0,0,0,0
Gm12976,0,0,0,0,0,0,0,0
Gm12977,0,0,0,0,0,0,0,0
Gm12984,0,0,0,0,0,0,0,0
Gm12992,7,18,17,16,1,6,4,5
Gm12996,0,0,0,0,0,0,0,0
Gm13001,0,0,0,0,0,0,0,0
Gm13003,0,0,1,0,0,0,0,2
Gm13010,0,0,0,0,0,0,0,0
Gm13012,10,8,6,4,16,25,27,36
Gm13016,0,0,0,0,0,0,0,0
Gm13017,0,0,0,0,0,0,0,0
Gm13021,0,0,0,0,0,0,0,0
Gm13025,1,0,0,0,0,0,0,2
Gm13029,0,0,0,0,0,0,0,0
Gm13030,0,0,0,0,0,0,0,0
Gm13031,0,0,0,0,0,0,0,0
Gm13032,0,0,0,0,2,2,0,0
Gm13034,0,0,0,0,0,0,0,0
Gm13040,0,0,0,0,0,0,0,0
Gm13043,0,0,0,0,0,0,0,0
Gm13056,5,4,1,2,0,15,1,6
Gm13057,0,0,0,0,0,0,0,0
Gm13058,0,0,0,0,0,0,0,0
Gm13066,0,0,0,0,0,0,0,1
Gm13067,3,2,6,16,0,5,1,3
Gm13070,0,0,0,0,0,0,0,0
Gm13073,0,0,0,0,1,0,0,0
Gm13090,0,0,0,0,0,0,0,0
Gm13102,0,0,0,0,0,0,0,0
Gm13110,0,0,0,0,0,0,0,0
Gm13112,0,0,0,0,0,0,0,0
Gm13133,0,0,0,0,0,0,0,0
Gm13144,0,0,0,0,0,0,0,0
Gm13149,0,0,0,0,0,0,0,0
Gm13165,0,0,0,0,0,0,0,0
Gm13166,9,6,1,0,3,4,0,1
Gm13179,0,0,0,0,0,0,0,0
Gm13194,2,7,10,6,4,8,2,5
Gm13199,2,0,2,5,6,1,1,1
Gm13201,5,7,5,19,8,4,3,6
Gm13203,0,0,0,0,0,0,0,0
Gm13205,28,29,24,51,24,48,35,49
Gm13219,0,0,0,0,0,0,0,0
Gm1322,0,0,0,0,0,0,0,0
Gm13238,8,0,0,9,0,0,1,2
Gm13257,0,0,0,0,0,0,0,0
Gm13261,0,0,0,0,0,0,0,0
Gm13262,0,2,0,0,0,0,0,0
Gm13264,0,0,0,0,0,0,0,0
Gm13266,0,0,0,0,0,0,0,0
Gm13267,0,0,0,0,0,0,0,0
Gm13269,0,0,0,0,0,0,0,0
Gm13270,0,1,3,3,1,0,0,0
Gm13271,0,0,0,0,0,0,0,0
Gm13272,0,0,0,0,0,0,0,0
Gm13274,1,0,3,0,0,0,0,5
Gm13275,0,0,0,0,0,0,0,0
Gm13276,0,0,0,0,0,0,0,0
Gm13277,0,0,0,0,0,0,0,0
Gm13278,0,0,0,0,0,0,0,0
Gm13279,0,0,0,0,0,0,0,0
Gm13283,0,0,0,0,0,6,0,1
Gm13285,0,0,0,0,0,0,0,0
Gm13286,0,0,0,0,0,0,0,0
Gm13287,0,0,0,0,0,0,0,0
Gm13288,0,0,0,0,0,0,0,0
Gm13289,0,0,0,0,0,0,0,0
Gm13290,0,0,0,0,0,0,0,0
Gm13291,0,0,0,0,0,0,0,0
Gm13293,14,11,20,16,6,0,1,10
Gm1330,0,0,0,0,0,0,0,0
Gm13315,0,1,1,0,1,0,0,3
Gm13344,0,0,0,0,0,0,0,0
Gm13348,0,0,0,0,0,0,0,0
Gm13351,0,0,0,4,3,0,2,1
Gm13363,27,32,32,49,16,36,41,46
Gm13372,0,0,0,0,0,0,0,0
Gm13373,11,15,10,25,19,23,25,80
Gm13375,27,20,23,38,25,22,28,40
Gm13383,0,1,1,10,0,13,0,3
Gm13387,1,0,0,0,0,0,0,0
Gm13388,0,0,0,0,0,0,0,0
Gm13391,157,141,104,139,94,101,67,172
Gm13398,2,0,0,0,0,4,0,0
Gm13403,0,0,0,0,0,0,0,0
Gm13404,0,0,0,0,0,0,0,0
Gm13415,0,0,0,0,0,0,0,0
Gm13421,18,18,10,19,18,39,18,29
Gm13427,0,0,0,0,0,0,0,0
Gm13446,0,2,0,0,0,0,0,0
Gm13449,0,0,0,0,0,0,0,0
Gm13470,4,0,8,9,10,6,10,16
Gm13479,222,82,139,212,84,73,97,186
Gm13481,0,0,0,0,0,0,0,0
Gm13483,0,0,5,5,1,1,2,1
Gm13485,0,0,0,0,0,0,1,2
Gm13490,0,0,0,0,0,0,0,0
Gm13491,0,0,0,0,0,0,2,0
Gm13497,0,0,0,0,0,0,0,0
Gm13498,8,0,1,2,8,2,0,9
Gm13522,0,0,0,0,0,0,0,3
Gm13523,8,13,12,11,8,12,6,20
Gm13524,3,0,2,13,3,0,0,0
Gm13528,4,3,9,6,11,10,6,1
Gm13530,0,0,0,0,0,0,0,0
Gm13536,0,0,1,0,0,0,0,0
Gm13539,0,0,0,0,0,0,0,0
Gm13544,0,0,0,0,0,1,0,11
Gm13546,3,3,5,30,24,6,11,46
Gm13547,0,0,0,0,0,0,0,0
Gm13561,0,0,0,0,0,0,0,0
Gm13562,13,9,7,10,6,2,10,21
Gm13569,0,0,0,0,0,0,0,0
Gm13570,42,1,10,13,6,23,18,11
Gm13571,2,0,4,11,0,0,0,4
Gm13572,0,0,0,0,0,4,0,5
Gm13575,0,0,0,0,0,0,0,0
Gm13580,0,0,0,0,0,0,0,0
Gm13582,0,0,0,0,0,0,0,0
Gm13583,0,0,0,0,0,0,0,0
Gm13584,0,0,0,0,0,3,0,3
Gm13594,0,0,2,0,11,2,3,13
Gm13596,0,0,0,0,0,0,1,0
Gm13599,0,0,0,0,0,0,0,0
Gm136,0,0,0,0,0,0,0,0
Gm13601,0,0,0,0,0,0,0,0
Gm13605,0,0,0,0,0,0,0,0
Gm13609,0,0,0,0,0,0,0,0
Gm13629,0,0,0,0,0,0,0,0
Gm13630,0,0,0,0,0,0,0,0
Gm13648,0,2,0,0,0,0,0,0
Gm13652,0,0,0,0,0,0,0,1
Gm13653,11,22,21,26,11,30,18,27
Gm13657,40,27,38,30,10,14,24,27
Gm13707,4,1,4,12,2,0,5,0
Gm13709,0,1,0,0,0,0,0,3
Gm13710,0,5,27,10,22,49,11,37
Gm13715,1,0,0,3,0,0,0,0
Gm13748,0,3,2,12,0,10,8,12
Gm13749,0,0,0,0,0,0,0,0
Gm13752,0,0,0,0,1,0,0,3
Gm13770,0,7,2,5,0,5,0,8
Gm13778,29,4,29,36,24,24,6,23
Gm13782,0,0,0,0,0,0,0,0
Gm13790,0,0,0,0,0,0,0,0
Gm13791,0,0,0,0,0,0,0,0
Gm13793,0,0,0,0,0,0,0,0
Gm13794,0,0,0,0,0,0,0,0
Gm13799,0,0,0,0,0,0,0,0
Gm13807,0,0,0,0,0,0,0,0
Gm13816,4,3,0,0,0,0,0,0
Gm13817,0,0,0,0,0,0,0,0
Gm13821,6,0,1,0,0,0,3,0
Gm13822,6,6,4,0,0,0,0,5
Gm13830,0,0,0,0,6,0,2,0
Gm13832,0,0,0,0,0,0,0,0
Gm13840,67,62,69,97,76,82,101,130
Gm13842,0,0,4,0,0,0,0,0
Gm13846,0,0,0,0,0,0,0,0
Gm13847,0,0,0,0,0,0,0,0
Gm13848,0,0,0,0,0,0,0,0
Gm13850,0,0,0,0,0,0,0,0
Gm13853,0,0,0,0,0,0,0,0
Gm13855,0,0,0,0,0,0,0,0
Gm13861,0,0,0,0,0,0,0,0
Gm13869,0,0,0,0,0,0,0,0
Gm13872,0,0,0,0,0,0,0,0
Gm13883,0,0,0,0,0,0,0,0
Gm13884,0,0,0,0,0,0,0,0
Gm13889,0,6,8,2,0,14,0,0
Gm13912,0,0,0,0,0,0,0,0
Gm13919,2,0,4,2,6,3,2,0
Gm13923,0,0,0,0,0,0,0,0
Gm13944,0,0,0,0,0,0,0,0
Gm13974,0,0,0,0,0,0,0,0
Gm13981,15,8,4,5,8,17,13,19
Gm13982,0,0,0,0,0,0,0,0
Gm13985,0,0,0,0,0,2,0,0
Gm13986,202,93,179,274,841,444,327,848
Gm13990,0,0,0,0,0,0,0,0
Gm14002,6,0,0,5,0,0,1,1
Gm14009,0,2,0,0,0,0,0,0
Gm14010,0,0,0,0,0,0,0,0
Gm14015,0,0,0,0,0,0,0,0
Gm14023,6,0,15,8,4,14,2,13
Gm14037,1,0,0,0,1,0,0,1
Gm14040,25,26,5,8,0,37,13,12
Gm14041,0,0,0,0,0,0,0,0
Gm14051,7,5,5,8,6,0,0,1
Gm14055,0,0,0,0,0,0,0,0
Gm14057,4,21,33,14,19,53,15,20
Gm14061,0,0,0,0,0,0,0,0
Gm14062,0,0,0,0,0,0,0,0
Gm14064,0,0,0,0,0,0,0,0
Gm14066,0,0,0,0,0,0,0,0
Gm14089,0,0,0,0,0,0,0,0
Gm14092,0,0,0,0,0,0,0,0
Gm14095,0,0,0,0,0,0,0,0
Gm14100,0,0,0,0,0,0,0,0
Gm14102,0,0,0,0,0,0,0,0
Gm14114,0,0,0,0,0,0,0,0
Gm14133,0,0,0,0,0,0,0,0
Gm14137,0,0,0,6,18,0,0,3
Gm14144,0,0,0,0,0,0,0,0
Gm14147,0,0,0,0,0,0,0,9
Gm14149,0,0,0,0,0,0,0,0
Gm14151,0,0,0,0,0,0,0,0
Gm14154,3,2,8,5,0,3,0,4
Gm14161,0,0,0,0,0,0,0,0
Gm14164,0,0,0,0,0,0,0,0
Gm14167,4,0,7,4,0,6,0,0
Gm14169,0,0,0,0,0,0,0,0
Gm14170,0,0,0,0,0,5,0,0
Gm14198,0,0,3,0,0,0,0,0
Gm14199,0,0,0,0,0,0,0,1
Gm14200,23,14,28,36,34,40,23,19
Gm14204,0,0,0,0,0,0,1,0
Gm14206,0,0,0,0,0,0,0,0
Gm14207,0,0,0,0,0,0,0,0
Gm14210,0,0,0,0,0,0,0,0
Gm14216,0,0,0,0,0,0,0,0
Gm14218,7,0,1,0,3,0,0,0
Gm14221,5,8,5,0,9,99,18,27
Gm14229,0,0,0,0,0,0,0,0
Gm14230,34,22,20,16,11,34,11,6
Gm14232,0,0,0,0,0,0,0,0
Gm14244,0,0,0,0,0,0,0,0
Gm14246,0,0,0,0,0,0,0,0
Gm14249,0,0,0,0,0,0,0,0
Gm14250,0,0,0,0,0,0,0,0
Gm14261,0,0,0,0,0,0,0,0
Gm14267,1,0,2,0,1,0,1,0
Gm14268,0,0,0,0,0,0,0,0
Gm14273,0,0,0,0,0,0,0,0
Gm14275,0,0,0,0,0,0,0,0
Gm14279,55,44,50,83,43,104,66,92
Gm14280,0,0,0,0,0,0,0,0
Gm14285,0,0,0,0,0,0,0,0
Gm14288,0,0,0,0,0,0,0,0
Gm14295,21,13,27,12,25,31,26,47
Gm14296,0,0,0,1,0,0,0,0
Gm14305,0,7,11,3,2,2,2,1
Gm14308,0,0,0,0,0,0,0,0
Gm14317,0,0,0,0,0,0,0,0
Gm14320,11,0,5,11,19,3,8,5
Gm14321,28,1,8,11,3,2,13,10
Gm14322,5,13,6,17,16,6,14,20
Gm14325,139,128,96,147,59,114,76,166
Gm14326,56,48,53,63,70,30,35,110
Gm14329,0,0,0,0,0,0,0,0
Gm14330,0,0,0,0,0,0,0,0
Gm14340,0,0,0,0,0,0,0,0
Gm14342,0,0,0,3,0,0,0,0
Gm14344,1,0,0,0,0,0,0,0
Gm14367,0,0,0,0,0,0,0,0
Gm14372,0,0,0,0,0,0,0,0
Gm14377,0,0,4,0,0,0,4,0
Gm14379,5,9,3,3,1,3,6,9
Gm14387,0,0,0,0,0,0,0,0
Gm14391,0,0,0,0,0,0,0,0
Gm14393,8,0,6,0,0,4,5,4
Gm14399,20,11,7,26,18,21,13,15
Gm14402,0,0,0,0,5,0,0,4
Gm14403,53,22,10,29,42,36,32,66
Gm14405,0,0,0,0,0,0,0,0
Gm14408,0,0,0,0,0,0,0,0
Gm14410,8,2,8,8,14,9,9,30
Gm14413,0,0,0,0,0,0,0,0
Gm14419,0,1,1,10,0,0,0,0
Gm14421,0,0,0,0,0,0,0,0
Gm14424,0,0,0,0,0,0,0,0
Gm14428,0,0,0,0,0,0,0,0
Gm14434,0,0,0,0,0,0,0,0
Gm14437,0,0,0,0,0,0,0,0
Gm14438,17,14,11,12,21,17,15,9
Gm14439,22,44,12,25,14,12,14,23
Gm14444,1,0,1,1,0,0,0,0
Gm14461,182,80,140,180,69,131,45,25
Gm14486,0,0,4,0,2,0,0,0
Gm14487,0,0,2,0,0,0,0,0
Gm14488,0,2,0,0,0,0,0,4
Gm14496,0,0,0,0,0,0,0,0
Gm14502,23,17,9,24,10,10,19,17
Gm14525,0,0,0,0,0,0,0,0
Gm14541,55,38,55,58,53,88,56,93
Gm14569,0,0,0,0,0,0,0,0
Gm14577,0,0,0,0,0,0,0,0
Gm14590,0,0,0,0,0,0,0,0
Gm14594,0,0,0,0,0,0,0,0
Gm14595,0,0,0,0,0,0,0,0
Gm14596,0,0,0,0,0,0,0,0
Gm14616,0,0,0,0,0,0,0,0
Gm14617,0,0,0,0,0,0,0,0
Gm14625,0,0,0,0,0,0,0,0
Gm14632,0,0,0,0,0,0,0,0
Gm14634,0,1,0,0,0,0,0,0
Gm14635,0,0,0,0,0,0,0,0
Gm14636,294,243,223,224,132,126,120,184
Gm14637,0,0,0,0,0,0,0,0
Gm14642,0,0,0,0,0,0,1,0
Gm14661,0,0,0,0,0,0,0,0
Gm14662,0,0,0,0,0,0,0,0
Gm14664,0,0,0,0,0,0,0,0
Gm14681,7,3,16,11,7,11,13,15
Gm14687,0,0,0,0,0,0,0,0
Gm14692,0,0,0,0,0,0,0,0
Gm14696,0,0,0,0,0,0,0,0
Gm14703,1,2,5,7,0,0,0,0
Gm14707,0,0,0,1,0,0,0,0
Gm14718,0,0,0,0,0,0,0,0
Gm14719,235,241,148,273,274,399,153,325
Gm14725,0,0,0,0,0,0,0,0
Gm14743,0,0,0,0,0,0,0,0
Gm14744,0,0,0,0,0,0,0,0
Gm14762,0,0,0,2,1,0,0,0
Gm14769,0,2,7,0,8,3,0,5
Gm14773,0,0,0,0,0,0,0,0
Gm14808,0,0,0,0,0,0,0,0
Gm14809,0,0,0,0,0,0,0,0
Gm14812,0,0,0,0,0,0,0,0
Gm14816,0,0,0,3,0,1,0,0
Gm14819,0,0,0,0,0,0,0,0
Gm14827,1,0,0,0,0,2,2,0
Gm14846,0,0,0,0,0,0,0,0
Gm14853,9,23,17,35,20,13,13,33
Gm14858,0,0,0,0,0,0,0,0
Gm14862,0,0,0,0,0,0,0,0
Gm14866,0,0,0,0,0,0,0,0
Gm14902,0,0,4,4,2,0,0,1
Gm14925,0,0,0,0,0,0,0,0
Gm14936,0,0,0,0,0,0,0,0
Gm14963,6,2,2,1,6,5,0,4
Gm14965,0,0,0,0,0,0,0,0
Gm14966,26,15,19,29,18,41,12,25
Gm14991,0,0,0,0,0,0,0,0
Gm15008,0,0,0,0,0,0,0,0
Gm15028,0,0,0,0,0,0,0,0
Gm15050,53,39,40,59,43,47,61,104
Gm15056,0,0,0,5,0,3,1,0
Gm15063,0,3,0,3,7,7,0,9
Gm15067,3,2,3,1,1,3,0,0
Gm15080,0,0,0,0,0,0,0,0
Gm15083,0,0,0,0,0,0,0,0
Gm15085,0,0,0,0,0,0,0,0
Gm15091,0,0,0,0,0,0,0,0
Gm15093,0,0,0,0,0,0,0,0
Gm15097,0,0,0,0,0,0,0,0
Gm15104,0,0,0,0,0,0,0,0
Gm15107,0,0,0,0,0,0,0,0
Gm15114,0,0,0,0,0,0,0,0
Gm15122,0,0,0,0,0,0,0,0
Gm15127,0,0,0,0,0,0,0,0
Gm15128,0,0,0,0,0,0,0,0
Gm15133,29,1,21,7,11,9,11,7
Gm15142,0,0,0,0,0,0,0,0
Gm15143,0,0,0,0,0,0,0,0
Gm15155,0,0,0,0,0,0,0,0
Gm15169,0,0,0,1,0,0,0,2
Gm15179,0,5,0,0,0,0,0,0
Gm15199,0,0,0,0,0,0,0,0
Gm15201,7,0,0,0,0,0,0,0
Gm15212,0,0,0,1,0,0,0,0
Gm15217,0,0,0,0,0,0,0,0
Gm15222,0,0,0,0,0,0,0,0
Gm15230,0,0,0,0,0,0,0,0
Gm15232,17,26,42,26,16,48,49,65
Gm15239,0,0,0,0,0,0,0,0
Gm15241,0,0,0,0,0,0,0,0
Gm15245,0,0,0,0,0,0,0,0
Gm15246,5,5,0,1,0,6,1,0
Gm15247,0,0,0,0,0,0,0,2
Gm15247_1,7,3,3,0,0,0,0,0
Gm15266,2,3,1,3,3,3,1,4
Gm1527,0,0,0,0,0,0,0,0
Gm15270,0,0,0,0,0,0,0,0
Gm15283,0,0,0,0,0,0,3,0
Gm15286,0,0,0,0,0,0,0,0
Gm15290,0,0,0,0,0,0,0,0
Gm15295,0,0,1,0,0,0,0,0
Gm15313,0,0,0,0,0,0,0,0
Gm15318,0,0,0,0,0,0,0,0
Gm15322,0,0,0,0,0,0,0,0
Gm15323,0,0,0,0,0,0,0,0
Gm15325,0,0,0,0,0,0,0,0
Gm15326,1,2,2,0,1,7,2,10
Gm15327,1,8,13,9,2,7,24,5
Gm15328,9,0,3,0,0,0,0,0
Gm15331,0,0,0,0,0,0,0,0
Gm15337,0,4,9,0,0,3,0,1
Gm15340,0,0,0,0,0,0,0,0
Gm15343,0,0,0,0,0,0,0,0
Gm15345,0,0,0,0,0,0,0,0
Gm15346,0,0,0,0,0,0,0,0
Gm15348,0,0,0,0,0,0,0,0
Gm15350,0,0,0,0,0,0,0,0
Gm15351,0,0,0,0,0,0,0,0
Gm15353,0,0,0,0,0,0,0,0
Gm15384,27,15,4,5,4,17,0,13
Gm15389,0,0,0,0,0,0,0,0
Gm15395,0,0,0,0,0,0,0,0
Gm15396,0,1,0,0,0,0,0,1
Gm15401,0,0,0,2,0,0,0,0
Gm15408,15,0,9,2,0,4,3,7
Gm15411,2,4,0,5,4,0,3,19
Gm15412,0,0,4,0,0,0,0,1
Gm15413,8,2,2,0,0,0,0,2
Gm15417,246,146,207,325,149,260,154,340
Gm15418,0,0,0,0,1,1,0,0
Gm15419,0,0,0,0,0,0,0,0
Gm15420,2,2,2,17,2,0,0,3
Gm15421,30,30,26,17,31,63,14,51
Gm15423,0,0,0,0,0,0,0,0
Gm15441,8,4,2,3,0,1,4,7
Gm15446,4,0,0,0,0,3,0,4
Gm15455,14,10,11,14,16,12,14,14
Gm15462,0,0,0,0,0,0,0,0
Gm15469,0,0,0,0,0,0,0,0
Gm15471,0,0,0,0,6,0,0,1
Gm15473,0,13,5,6,0,2,1,8
Gm15477,0,0,1,0,1,0,0,0
Gm15478,0,0,0,0,0,0,0,1
Gm15482,0,0,0,0,0,0,0,0
Gm15483,27,22,17,21,11,31,31,54
Gm15486,0,0,0,0,0,0,0,0
Gm15489,0,0,0,5,0,10,1,8
Gm15496,5,0,2,4,0,0,2,2
Gm15498,0,0,0,1,0,0,0,0
Gm15499,0,0,0,0,0,0,0,0
Gm15501,1372,1402,1180,1870,1592,2308,1511,2546
Gm15506,19,9,12,18,0,7,20,16
Gm15509,0,0,0,0,0,0,0,0
Gm15510,0,3,5,12,10,8,9,10
Gm15511,0,0,0,0,0,0,0,0
Gm15517,0,0,0,0,0,0,0,0
Gm15518,0,0,0,1,0,0,1,1
Gm15520,0,0,0,0,0,0,0,0
Gm15521,4,4,5,5,5,8,3,9
Gm15522,0,0,0,0,0,0,0,0
Gm15523,0,0,0,0,0,2,0,0
